shipment_id,ship_date,delivery_date,weight_kg,shipping_cost,distance_km,carrier,service_level,is_insured,requires_signature,status,destination_region,special_instructions
Custom Record #4843,19/08/2025,20260225,37.10,413.08,3758.64,DHL,Economy,Y,false,in_transit,South,Fragile 551
Standard Document #4844,2026-01-20,20250808,350.32,310.88,636.01,DHL,Same-Day,yes,NO,lost,Southeast,Handle with Care 86
Advanced Product #4845,09/24/2025,2025/08/01,998.05,25.35,4765.24,Local Courier,Express,True,True,delivered,Southeast,Leave at Door 350
Professional Service #4846,11/19/2025,,64.19,118.08,138.17,Own Fleet,Express,YES,yes,delivered,Midwest,
Custom Resource #4847,20250711,,401.26,139.82,,Own Fleet,Standard,true,YES,lost,Midwest,
Enterprise Entry #4848,05/20/2025,,945.00,45.90,2423.48,DHL,Standard,sim,False,delayed,International,Fragile 684
Premium Entry #4849,01/16/2025,20250914,146.57,228.13,2780.11,Local Courier,Economy,false,N,delivered,Northeast,
Professional Product #4850,2025-04-09,08/04/2025,794.66,226.92,935.29,Own Fleet,Same-Day,False,T,lost,Midwest,
Enterprise Asset #4851,2025-09-09,2025/06/12,698.57,216.81,3743.73,Own Fleet,Express,false,F,lost,Northeast,
Advanced Document #4852,11/05/2025,2025/11/26,892.94,426.33,1031.47,Fedex,Same-Day,T,True,returned,International,Keep Refrigerated 679
Advanced Entry #4853,20250109,2025/02/18,232.12,324.98,1714.00,Local Courier,Standard,True,no,delayed,Midwest,
Standard Product #4854,2026/01/13,2025-08-19,96.70,177.07,1731.60,Correios,Same-Day,NO,False,lost,International,Keep Refrigerated 708
Premium Entry #4855,11/27/2025,20250503,855.71,299.43,"1,278.70",Correios,Express,NO,no,delivered,North,
Advanced Resource #4856,04/26/2025,29/11/2025,991.48,492.66,1412.06,DHL,Economy,F,1,delayed,Southeast,Keep Refrigerated 965
Professional Record #4857,05/28/2025,2025-03-17,248.90,371.21,"3,610.51",Correios,Economy,1,não,lost,Southeast,
Professional Entry #4858,02/06/2025,,796.35,385.21,,Correios,Economy,sim,1,delivered,South,
Custom Document #4859,2025/06/24,20/06/2025,878.35,351.12,592.98,Correios,Standard,False,T,lost,Midwest,Keep Refrigerated 699
Basic Item #4860,20250815,20250117,97.50,453.15,"3,266.28",Local Courier,Economy,false,N,delivered,North,
Professional Service #4861,20250420,06/15/2025,948.64,228.85,1470.12,Fedex,Economy,true,Y,returned,North,
Advanced Asset #4862,2025-08-12,09/20/2025,744.70,263.28,3013.17,DHL,Economy,não,N,lost,International,
Custom Record #4863,20251018,19/05/2025,337.88,347.59,2113.09,Own Fleet,Standard,yes,False,returned,North,Fragile 388
Professional Asset #4864,01/01/2025,20251006,416.77,310.59,1753.50,Fedex,Express,1,sim,in_transit,Northeast,
Enterprise Resource #4865,20250821,2025-05-10,967.35,129.98,,DHL,Express,true,true,delivered,Northeast,
Premium Service #4866,2025/04/09,20250901,279.39,329.18,3334.70,Local Courier,Same-Day,F,T,in_transit,North,
Custom Entry #4867,23/05/2025,04/23/2025,314.10,202.12,4488.65,DHL,Economy,yes,F,delayed,Northeast,Handle with Care 169
Enterprise Resource #4868,17/04/2025,,863.34,10.77,1442.51,DHL,Express,não,yes,delayed,Northeast,
Premium Asset #4869,11/17/2025,2025/09/10,622.05,314.70,2124.60,Local Courier,Standard,T,True,lost,Midwest,
Premium Item #4870,20250724,05/01/2025,141.56,323.59,"2,182.01",Local Courier,Economy,não,Y,lost,Southeast,
Custom Service #4871,2025/03/25,20/02/2025,174.74,355.99,,Own Fleet,Same-Day,NO,N,returned,Southeast,
Professional Product #4872,2025-07-04,2025/08/06,237.21,291.00,"3,366.19",DHL,Standard,F,yes,in_transit,South,Keep Refrigerated 108
Standard Service #4873,2025-08-28,05/30/2025,521.48,302.14,1349.95,Local Courier,Economy,NO,true,delivered,North,
Advanced Product #4874,10/28/2025,2025/08/02,812.97,129.23,3616.43,Local Courier,Standard,false,sim,delayed,International,Fragile 384
Standard Entry #4875,2025-09-05,2025/08/18,699.65,348.58,"2,360.02",Local Courier,Economy,0,NO,delayed,South,Handle with Care 743
Standard Service #4876,20/04/2025,04/03/2025,389.15,449.37,4879.33,Local Courier,Express,T,true,lost,South,
Premium Asset #4877,10/10/2025,02/16/2025,818.50,448.85,"2,366.09",Correios,Economy,0,YES,returned,Southeast,
Advanced Entry #4878,20250610,05/30/2025,976.90,496.07,2157.29,Fedex,Express,yes,NO,delivered,North,
Standard Record #4879,2025-04-05,20250427,957.71,269.73,789.14,Own Fleet,Same-Day,T,NO,delayed,South,Handle with Care 378
Basic Entry #4880,2025/01/08,2025/06/26,709.65,124.60,1353.24,Own Fleet,Same-Day,NO,True,returned,North,Leave at Door 931
Enterprise Resource #4881,20250514,2025/02/06,978.51,274.51,3297.19,Fedex,Express,NO,F,delayed,Midwest,
Custom Item #4882,2025/05/03,,522.58,17.00,2455.09,Correios,Express,True,N,delayed,International,
Basic Resource #4883,2025-11-07,,513.26,191.81,4446.97,Own Fleet,Economy,YES,Y,returned,Northeast,
Basic Resource #4884,2025-10-30,2025/05/20,7.15,389.26,4537.59,Local Courier,Same-Day,no,T,returned,South,
Custom Entry #4885,2025-09-28,2025/05/29,485.87,288.10,113.21,Local Courier,Same-Day,N,true,in_transit,International,Fragile 77
Custom Item #4886,20251221,2025/06/28,,22.55,2946.40,Own Fleet,Standard,Y,T,lost,International,
Premium Service #4887,20250205,2025-07-29,15.82,315.85,"2,296.74",Own Fleet,Economy,Y,sim,delayed,North,Handle with Care 42
Professional Document #4888,20250829,08/30/2025,889.10,495.42,2800.78,Correios,Express,N,0,returned,Midwest,
Basic Item #4889,06/09/2025,,961.52,424.54,"1,842.68",Local Courier,Standard,sim,yes,delivered,Midwest,
Custom Item #4890,2025-11-30,2025-03-03,442.76,74.22,2133.48,DHL,Same-Day,False,Y,in_transit,North,Fragile 230
Standard Item #4891,2025-10-17,2025-08-29,172.67,492.52,44.07,DHL,Express,sim,1,delayed,International,
Enterprise Record #4892,2025-06-09,,334.74,222.73,3519.94,Local Courier,Express,N,false,delivered,Southeast,
Basic Product #4893,20260118,2025-06-03,333.16,36.56,1727.51,Local Courier,Express,sim,YES,in_transit,Midwest,Keep Refrigerated 53
Basic Asset #4894,2025/09/09,2025-09-22,871.90,322.63,"3,667.60",DHL,Same-Day,N,1,returned,North,
Advanced Document #4895,2025-05-20,23/12/2025,228.58,61.77,"3,563.46",Local Courier,Standard,T,yes,returned,North,
Professional Service #4896,01/18/2025,2026/01/03,829.45,233.23,1206.84,Fedex,Express,N,true,lost,Midwest,Handle with Care 732
Custom Asset #4897,2025-04-20,2025/09/23,238.76,412.45,4444.55,Correios,Same-Day,F,no,delayed,Northeast,
Enterprise Resource #4898,2025/10/13,2025-10-23,372.38,212.46,"1,909.39",Correios,Standard,False,não,delivered,North,
Premium Asset #4899,2025-09-07,,705.32,40.70,"2,522.59",Correios,Standard,false,true,delivered,Midwest,
Premium Record #4900,2025-01-30,2025/12/30,,263.40,,DHL,Same-Day,T,Y,in_transit,Midwest,
Professional Product #4901,2025/05/13,20250430,779.16,311.09,1977.86,Own Fleet,Same-Day,0,sim,delivered,Midwest,
Standard Service #4902,20250816,20250327,748.46,289.80,"3,228.13",Local Courier,Express,True,false,delivered,North,
Standard Product #4903,02/12/2026,2025-03-09,76.32,368.50,1648.00,Fedex,Same-Day,yes,NO,returned,Northeast,
Custom Item #4904,20260213,,841.46,113.31,"1,408.43",Fedex,Economy,F,T,delayed,Northeast,
Custom Resource #4905,2025/04/25,19/07/2025,412.66,99.12,4428.20,DHL,Same-Day,não,não,delivered,North,
Standard Asset #4906,05/13/2025,,49.94,496.52,2790.76,DHL,Standard,false,1,delivered,South,
Basic Record #4907,23/09/2025,2025-10-10,446.79,489.19,"3,507.80",Correios,Same-Day,T,no,returned,International,
Premium Item #4908,10/25/2025,20251021,453.39,379.55,3253.46,Fedex,Economy,YES,True,delivered,Midwest,
Professional Document #4909,2025-01-13,03/05/2025,111.90,194.79,2937.69,Local Courier,Economy,yes,0,lost,Northeast,Keep Refrigerated 140
Professional Entry #4910,26/08/2025,,784.61,39.96,4265.66,DHL,Same-Day,false,0,delayed,South,
Premium Entry #4911,2025/12/16,13/11/2025,492.02,393.70,4084.55,Correios,Express,1,Y,in_transit,North,Keep Refrigerated 254
Professional Entry #4912,06/24/2025,20260227,712.90,350.10,"1,969.10",Local Courier,Standard,sim,false,delivered,North,
Premium Resource #4913,20250511,,238.11,164.57,"2,882.49",Correios,Express,F,não,delivered,North,Leave at Door 119
Basic Entry #4914,2025/02/02,20260220,872.47,172.34,"1,102.77",Local Courier,Express,T,True,delivered,North,
Basic Record #4915,01/31/2026,2025/01/14,156.90,90.95,3589.55,Local Courier,Express,False,yes,in_transit,Northeast,
Premium Item #4916,20260105,2025-06-05,857.28,224.63,525.50,Correios,Economy,F,False,in_transit,North,
Custom Record #4917,2025-12-24,,166.93,214.94,"2,972.10",Correios,Express,no,no,delayed,Southeast,Handle with Care 807
Premium Asset #4918,20250413,2025/12/08,127.40,362.39,367.58,Correios,Standard,no,no,in_transit,South,Fragile 530
Professional Product #4919,20251119,2025/04/04,857.05,461.42,303.48,Own Fleet,Same-Day,yes,true,delivered,Midwest,Leave at Door 957
Professional Record #4920,13/02/2026,22/05/2025,835.49,169.16,4506.22,Own Fleet,Economy,true,true,delayed,North,
Standard Asset #4921,07/04/2025,,910.61,13.15,"1,663.50",Fedex,Standard,N,N,delivered,North,Leave at Door 782
Advanced Asset #4922,2025/04/02,2025/11/12,43.74,107.39,657.62,Local Courier,Economy,não,False,lost,North,
Basic Resource #4923,2025-11-04,20250228,344.66,243.03,653.89,Local Courier,Same-Day,1,N,delivered,Midwest,
Standard Entry #4924,30/12/2025,2025-01-09,939.82,351.34,"4,650.39",DHL,Economy,false,0,lost,Northeast,
Standard Item #4925,07/28/2025,20250416,416.73,213.81,135.17,DHL,Same-Day,no,False,in_transit,Southeast,Fragile 820
Professional Asset #4926,2026-02-08,2025/12/19,184.06,440.53,322.35,Fedex,Standard,F,NO,lost,Southeast,
Premium Resource #4927,28/09/2025,10/04/2025,427.89,57.25,"1,333.88",DHL,Express,sim,YES,in_transit,Southeast,
Advanced Item #4928,2025-11-09,2025/09/10,979.52,142.90,"3,211.43",DHL,Express,NO,N,delivered,Northeast,
Professional Entry #4929,24/10/2025,2026-01-15,615.88,196.75,1477.55,Correios,Same-Day,Y,True,returned,Southeast,
Custom Entry #4930,27/09/2025,,52.91,59.44,1474.54,Fedex,Standard,sim,1,lost,South,
Custom Resource #4931,2025-11-14,05/03/2025,950.36,466.74,4426.59,Local Courier,Same-Day,False,yes,delayed,International,Fragile 646
Advanced Asset #4932,20250205,14/03/2025,114.14,197.33,2502.57,Correios,Express,yes,True,in_transit,Northeast,Fragile 744
Custom Record #4933,03/29/2025,2025/08/27,295.12,203.04,573.04,Correios,Express,Y,sim,lost,Midwest,Handle with Care 81
Professional Resource #4934,20251017,,568.32,455.44,1446.86,DHL,Same-Day,YES,sim,delivered,Northeast,
Premium Item #4935,2025-09-03,,88.72,13.03,1173.90,Local Courier,Standard,true,0,in_transit,South,
Custom Entry #4936,20250218,07/15/2025,666.63,377.99,"4,956.51",Fedex,Economy,no,no,in_transit,South,
Standard Product #4937,2025-09-13,2025/02/27,829.62,437.08,4244.37,Correios,Standard,no,0,in_transit,South,Fragile 256
Basic Asset #4938,20251001,2026/01/09,589.78,145.31,"1,598.83",DHL,Same-Day,N,sim,in_transit,North,
Advanced Service #4939,17/11/2025,20250129,871.39,483.58,"2,341.55",Fedex,Standard,0,yes,delivered,Southeast,
Custom Entry #4940,2025/02/01,,243.82,407.83,2860.17,Own Fleet,Standard,não,T,lost,Northeast,
Standard Product #4941,2025-09-08,2025-01-26,312.39,467.55,35.22,Own Fleet,Standard,True,0,lost,North,Leave at Door 1
Basic Item #4942,09/05/2025,2025-04-20,346.43,478.57,695.95,Fedex,Standard,False,true,delivered,Midwest,
Advanced Asset #4943,20250810,2026/02/23,545.72,337.10,2963.68,DHL,Standard,NO,F,returned,North,
Professional Document #4944,20250616,18/01/2026,215.13,254.12,"3,355.88",Local Courier,Standard,0,não,delayed,International,
Advanced Asset #4945,02/01/2025,,725.32,120.97,"4,506.23",Own Fleet,Same-Day,não,NO,in_transit,,
Enterprise Asset #4946,13/05/2025,2025/10/23,901.61,33.13,510.80,Correios,Standard,0,0,delayed,North,
Advanced Entry #4947,28/05/2025,18/08/2025,972.35,325.67,4730.75,Fedex,Same-Day,no,0,lost,International,Leave at Door 459
Enterprise Asset #4948,20250210,,549.99,401.26,1127.82,Local Courier,Standard,no,1,returned,North,
Advanced Entry #4949,02/08/2026,20250620,107.25,63.41,2934.48,Fedex,Economy,False,YES,delayed,Southeast,
Advanced Item #4950,09/09/2025,2025-02-12,99.35,62.67,2052.06,Fedex,Standard,T,T,in_transit,North,Fragile 929
Custom Item #4951,2025-08-30,20251109,944.55,208.51,729.61,DHL,Same-Day,T,yes,returned,Midwest,
Custom Asset #4952,20250608,2025/06/07,775.91,261.60,703.67,Local Courier,Economy,T,0,in_transit,Southeast,Leave at Door 976
Advanced Document #4953,20250923,26/12/2025,713.24,498.29,615.07,DHL,Standard,sim,T,lost,Southeast,Keep Refrigerated 964
Custom Resource #4954,15/03/2025,,593.50,57.48,335.75,Own Fleet,Same-Day,False,True,delivered,South,
Advanced Entry #4955,2025-07-05,09/10/2025,833.87,21.74,3273.87,Own Fleet,Standard,false,true,delivered,South,
Premium Item #4956,2025/03/12,09/21/2025,379.49,109.56,897.37,Fedex,Economy,true,true,in_transit,Northeast,
Custom Product #4957,24/01/2026,,211.25,71.25,3869.28,Fedex,Standard,T,no,delivered,Southeast,Fragile 21
Premium Service #4958,2025-01-15,22/05/2025,602.26,18.06,22.59,Own Fleet,Same-Day,NO,NO,returned,South,
Basic Record #4959,20250826,2025/07/17,308.23,355.18,"4,701.57",Fedex,Economy,F,NO,returned,Southeast,Keep Refrigerated 890
Basic Record #4960,2025-01-22,2025/02/20,726.13,253.89,2125.07,Fedex,Express,0,False,in_transit,North,
Custom Asset #4961,30/01/2026,20250122,820.17,394.74,2481.50,Own Fleet,Same-Day,F,false,in_transit,Southeast,
Advanced Record #4962,08/07/2025,15/11/2025,331.80,204.10,64.34,Own Fleet,Economy,T,true,delayed,South,
Enterprise Service #4963,2026-01-22,20251027,800.57,489.98,,Correios,Standard,no,T,returned,North,
Custom Service #4964,2025/06/20,25/03/2025,244.13,150.71,4702.54,DHL,Same-Day,false,True,delivered,North,Handle with Care 596
Enterprise Asset #4965,2025/11/14,2025/07/17,27.37,397.63,1500.84,Correios,Standard,não,True,delayed,Southeast,
Custom Service #4966,20250310,11/07/2025,225.32,99.84,,Own Fleet,Same-Day,true,no,lost,,
Enterprise Item #4967,20251019,,282.17,145.98,1279.02,Fedex,Same-Day,no,NO,in_transit,International,Keep Refrigerated 572
Standard Asset #4968,2025/08/12,21/01/2026,787.20,295.88,350.18,Correios,Same-Day,true,N,in_transit,South,
Basic Item #4969,2026-01-29,01/28/2026,259.66,21.65,57.80,Fedex,Same-Day,True,True,delayed,North,
Premium Resource #4970,20250519,,894.00,447.89,2043.50,DHL,Economy,N,no,delayed,Midwest,Keep Refrigerated 394
Standard Service #4971,01/08/2025,2025/04/08,845.26,224.63,"4,099.25",Correios,Same-Day,False,no,in_transit,North,
Enterprise Document #4972,2025/04/19,23/01/2026,138.15,138.14,2940.40,Fedex,Economy,0,N,delayed,South,
Professional Service #4973,11/20/2025,,964.52,292.96,"2,360.34",Local Courier,Standard,NO,1,lost,International,
Advanced Product #4974,18/08/2025,10/09/2025,443.88,445.65,"2,032.28",DHL,Express,não,YES,returned,Northeast,Keep Refrigerated 36
Custom Item #4975,07/04/2025,,533.08,288.85,2257.65,Correios,Standard,Y,YES,lost,North,Leave at Door 184
Premium Service #4976,20260114,2025-08-26,234.55,452.74,"2,461.79",DHL,Economy,1,NO,lost,International,
Standard Record #4977,2025-08-07,2025-07-25,66.43,170.39,"3,783.57",Own Fleet,Same-Day,F,true,delayed,North,
Custom Resource #4978,2025/03/14,2025-12-03,812.13,482.45,2710.15,Own Fleet,Same-Day,YES,True,delivered,International,Handle with Care 415
Basic Asset #4979,2025-07-24,2025/09/15,25.30,9.79,104.98,Fedex,Economy,NO,não,lost,International,Keep Refrigerated 717
Standard Document #4980,20250921,,191.19,132.00,4538.94,Own Fleet,Economy,False,yes,returned,North,
Premium Product #4981,02/12/2025,20250205,639.24,187.62,173.67,Own Fleet,Standard,no,NO,delayed,International,
Custom Resource #4982,02/08/2026,31/07/2025,231.84,17.68,1135.68,DHL,Economy,YES,N,delayed,North,Handle with Care 475
Custom Asset #4983,2026/01/04,2025/04/14,380.33,329.41,3929.17,Own Fleet,Standard,false,false,in_transit,Southeast,
Advanced Item #4984,20/03/2025,2025-06-23,772.20,451.05,460.67,DHL,Standard,yes,NO,delivered,South,
Basic Document #4985,08/03/2025,,254.12,269.30,3429.84,DHL,Same-Day,False,false,delayed,Northeast,Leave at Door 780
Professional Entry #4986,01/16/2026,2025-02-24,992.31,303.79,320.23,Fedex,Standard,False,True,lost,,Handle with Care 97
Enterprise Service #4987,09/01/2025,20251219,187.98,288.92,476.43,DHL,Standard,True,não,delivered,International,
Basic Asset #4988,10/03/2025,2025/08/13,2.39,88.57,471.41,DHL,Economy,F,no,in_transit,Northeast,
Professional Item #4989,20250516,20250628,173.79,130.96,"1,510.26",DHL,Economy,0,False,returned,Midwest,
Custom Record #4990,20250916,04/23/2025,278.44,6.06,3653.15,Local Courier,Economy,yes,no,lost,Southeast,
Standard Resource #4991,08/01/2026,2025-05-19,303.75,166.21,4887.87,Fedex,Economy,Y,0,delivered,Midwest,
Professional Resource #4992,12/02/2026,02/25/2026,341.59,204.73,"3,620.19",Correios,Economy,0,NO,in_transit,South,
Enterprise Asset #4993,11/06/2025,,149.96,115.38,4612.28,DHL,Economy,YES,true,lost,Southeast,Keep Refrigerated 949
Standard Product #4994,2025/01/26,29/07/2025,304.40,27.20,2785.11,Local Courier,Express,N,T,in_transit,North,Fragile 862
Premium Product #4995,07/03/2025,2025-08-25,252.44,489.85,487.72,Fedex,Economy,F,NO,returned,Midwest,Leave at Door 85
Enterprise Item #4996,02/03/2025,2025-04-27,74.50,38.96,700.61,Fedex,Express,True,não,returned,Northeast,
Advanced Entry #4997,04/09/2025,02/20/2025,311.94,378.77,168.99,Local Courier,Express,yes,NO,in_transit,Northeast,Fragile 763
Standard Record #4998,20250526,2025/12/12,296.67,425.56,696.93,Local Courier,Express,True,F,delivered,Northeast,Handle with Care 463
Standard Service #4999,29/01/2026,2025-12-22,566.12,32.90,1168.32,Fedex,Same-Day,false,False,lost,South,Fragile 926
Standard Product #5000,20250206,2025/09/01,179.28,345.83,4116.60,Own Fleet,Same-Day,YES,T,in_transit,South,Handle with Care 965
Basic Record #5001,12/11/2025,29/01/2026,470.51,231.46,"3,074.63",Correios,Economy,T,não,delivered,Midwest,
Advanced Document #5002,20250502,11/17/2025,105.24,382.53,4735.32,DHL,Standard,não,não,delayed,Midwest,Fragile 303
Professional Item #5003,2025-01-31,20251221,,340.65,1602.10,DHL,Same-Day,T,yes,returned,Southeast,
Enterprise Product #5004,02/14/2025,2026-02-26,363.43,264.53,79.72,Local Courier,Economy,Y,yes,returned,Northeast,Keep Refrigerated 478
Professional Asset #5005,05/31/2025,20/02/2025,735.46,307.57,653.29,Fedex,Economy,True,não,returned,Southeast,
Standard Entry #5006,2026-01-09,2025/10/15,438.89,463.87,"3,632.59",Own Fleet,Economy,true,NO,in_transit,Southeast,Keep Refrigerated 577
Standard Resource #5007,2025/03/23,2025-11-12,993.54,125.53,"2,165.46",Correios,Express,1,não,returned,North,Fragile 133
Enterprise Service #5008,20250912,2025/07/09,744.12,36.85,1079.18,Correios,Same-Day,False,N,in_transit,Midwest,
Enterprise Entry #5009,2025/04/20,20250502,288.62,439.90,468.66,Local Courier,Express,false,no,lost,North,
Custom Document #5010,2026/02/06,2025-11-21,980.21,47.74,"2,141.34",DHL,Express,YES,true,delivered,North,Fragile 774
Custom Product #5011,2025-02-09,24/08/2025,177.50,400.41,"3,796.18",Correios,Same-Day,não,1,in_transit,Midwest,
Premium Asset #5012,20260107,05/02/2025,726.57,276.51,4053.20,Fedex,Same-Day,true,no,delivered,International,
