transaction_id,transaction_date,amount,balance_after,fee,transaction_type,channel,is_international,is_recurring,status,risk_score,description
Premium Product #4621,11/06/2025,40421.97,690661.69,28.97,withdrawal,Web,sim,Y,completed,high,
Custom Resource #4622,20251020,"12,853.15",211435.57,,fee,Web,false,YES,failed,low,Bill Payment 905
Premium Product #4623,2025/09/08,7092.69,339186.33,,payment,ATM,sim,false,completed,low,Salary Deposit 277
Advanced Asset #4624,08/10/2025,-33115.90,278157.33,38.92,transfer,Mobile App,no,sim,pending,low,Online Purchase 256
Basic Product #4625,20250103,"-22,313.99","287,774.24",41.30,deposit,Mobile App,0,1,completed,medium,
Custom Entry #4626,10/07/2025,40369.37,"468,514.87",1.93,fee,Branch,no,sim,failed,,Bill Payment 727
Enterprise Entry #4627,2026-01-12,"-29,066.31",958703.57,35.16,fee,Branch,T,Y,reversed,high,
Advanced Entry #4628,08/07/2025,32306.72,444885.38,,deposit,Mobile App,não,N,completed,medium,Salary Deposit 485
Advanced Product #4629,03/13/2025,-35031.96,215478.22,28.03,payment,ATM,N,T,reversed,,ATM Withdrawal 473
Basic Item #4630,2025-07-11,44023.44,972855.51,,fee,ATM,yes,não,completed,medium,Salary Deposit 162
Custom Asset #4631,16/05/2025,25108.44,247121.62,7.99,fee,Branch,YES,sim,reversed,high,
Standard Entry #4632,2025-01-24,"19,406.64",228672.80,32.47,fee,Web,False,True,pending,medium,Online Purchase 999
Premium Item #4633,17/09/2025,-27018.43,"380,416.11",2.25,transfer,POS,True,NO,pending,,ATM Withdrawal 146
Basic Document #4634,2025-03-24,21536.49,980754.95,27.32,withdrawal,ATM,no,F,failed,high,ATM Withdrawal 405
Premium Asset #4635,2025-01-24,32272.65,523561.21,18.44,deposit,ATM,1,no,pending,medium,Bill Payment 296
Custom Service #4636,22/06/2025,-9976.86,"464,612.73",20.05,deposit,Branch,Y,N,completed,medium,
Basic Entry #4637,2025/03/21,28844.50,450976.35,8.94,fee,Branch,não,True,pending,high,
Basic Record #4638,20250804,16016.71,348285.55,,transfer,POS,False,Y,completed,,
Premium Resource #4639,09/09/2025,16962.53,"182,867.12",43.18,deposit,POS,não,T,pending,high,
Enterprise Record #4640,2025-07-19,-7470.05,"84,311.13",31.94,withdrawal,ATM,yes,,reversed,high,
Standard Resource #4641,17/07/2025,"-1,228.03","757,851.08",9.31,transfer,POS,no,true,reversed,medium,Salary Deposit 665
Standard Asset #4642,20250503,49679.62,"783,157.77",12.62,withdrawal,POS,F,YES,reversed,low,
Premium Resource #4643,02/14/2025,3198.13,378665.11,19.98,transfer,ATM,sim,NO,reversed,high,
Custom Item #4644,20260202,7393.34,583952.09,15.31,fee,Web,NO,T,failed,medium,
Advanced Asset #4645,25/10/2025,-38032.52,512275.44,38.29,transfer,Web,1,yes,pending,,
Custom Item #4646,2025/08/02,7755.93,864915.00,25.43,deposit,Web,YES,0,pending,medium,Online Purchase 618
Enterprise Item #4647,2025/10/16,"-9,836.93",263244.59,40.12,payment,Branch,no,False,completed,high,
Basic Product #4648,15/03/2025,-43072.72,"174,738.92",16.10,fee,Web,true,Y,completed,high,Bill Payment 465
Advanced Item #4649,09/08/2025,-46450.45,648711.48,37.17,payment,Mobile App,true,sim,failed,high,Salary Deposit 632
Enterprise Entry #4650,2025/09/09,7383.48,"839,994.30",4.01,withdrawal,Web,False,T,reversed,high,ATM Withdrawal 92
Basic Item #4651,2025/12/29,38126.32,"828,909.46",,withdrawal,Mobile App,Y,não,completed,medium,Bill Payment 12
Premium Item #4652,2025-05-01,-42024.89,"51,982.75",22.29,payment,Branch,F,False,reversed,medium,
Custom Asset #4653,20250122,932.53,44060.86,8.19,withdrawal,Mobile App,false,True,failed,,Bill Payment 321
Standard Record #4654,2025-03-23,"22,217.54","502,355.40",30.03,withdrawal,POS,1,no,reversed,low,
Premium Entry #4655,20250329,"32,659.36","960,300.76",19.95,transfer,Web,no,não,pending,low,Online Purchase 195
Advanced Document #4656,2025/01/21,36323.01,503699.87,,withdrawal,POS,sim,False,reversed,low,Salary Deposit 114
Premium Asset #4657,03/17/2025,-14490.99,51812.02,17.60,transfer,ATM,T,T,reversed,low,
Standard Entry #4658,2025/04/24,-36738.48,516952.72,10.89,fee,POS,sim,F,reversed,high,
Custom Entry #4659,12/19/2025,1829.14,"411,370.89",38.36,withdrawal,Branch,true,não,failed,high,Salary Deposit 494
Custom Asset #4660,30/10/2025,33902.26,203837.75,12.23,withdrawal,ATM,false,NO,failed,medium,ATM Withdrawal 433
Professional Resource #4661,2025-03-20,"-2,999.07",25983.08,7.89,payment,POS,1,NO,failed,high,
Premium Item #4662,2025/10/15,-39434.44,"534,105.53",35.28,transfer,Web,Y,false,reversed,,Salary Deposit 734
Premium Asset #4663,2025-11-04,-14712.45,229147.37,,transfer,ATM,False,F,pending,high,Bill Payment 303
Custom Record #4664,20251228,"8,774.89","149,703.07",21.23,fee,Branch,F,NO,failed,high,Salary Deposit 866
Enterprise Service #4665,11/21/2025,19685.07,881425.06,44.20,payment,ATM,YES,False,failed,low,ATM Withdrawal 333
Advanced Service #4666,2025/03/24,"-29,569.79",780940.92,,payment,Mobile App,sim,true,failed,low,
Professional Resource #4667,2025/03/30,21300.35,483705.28,19.64,fee,Web,yes,NO,pending,low,ATM Withdrawal 490
Advanced Entry #4668,2025/01/21,-184.80,742875.94,,fee,Web,F,N,failed,medium,Online Purchase 381
Enterprise Service #4669,20250416,6152.23,165496.24,47.36,deposit,Mobile App,0,YES,completed,low,
Standard Asset #4670,04/05/2025,"-3,541.68","124,791.26",26.87,deposit,Mobile App,T,yes,pending,medium,
Advanced Item #4671,20250215,1323.25,676576.11,47.84,withdrawal,Branch,False,yes,completed,medium,Online Purchase 426
Custom Resource #4672,18/06/2025,42852.63,91446.02,18.46,transfer,Mobile App,Y,não,failed,medium,Bill Payment 106
Premium Asset #4673,20250813,"36,609.31",385098.49,,withdrawal,Mobile App,False,false,pending,,
Premium Item #4674,2025/11/14,"-28,150.53",706359.51,13.27,deposit,Branch,NO,N,reversed,medium,
Custom Item #4675,10/30/2025,"-28,415.37",250512.69,31.08,payment,Web,no,True,completed,medium,Bill Payment 275
Premium Resource #4676,20250119,"-3,137.90",536234.70,47.87,transfer,Branch,sim,F,reversed,high,
Custom Entry #4677,07/07/2025,-13238.82,"343,091.50",21.58,payment,Branch,Y,no,failed,high,Bill Payment 389
Standard Service #4678,03/15/2025,33257.35,946448.15,20.68,withdrawal,POS,sim,true,completed,high,Bill Payment 789
Professional Resource #4679,20250808,30362.28,999075.79,33.56,payment,Branch,Y,False,failed,high,Bill Payment 33
Basic Service #4680,07/11/2025,46630.22,"420,663.19",43.57,withdrawal,ATM,false,,failed,high,
Enterprise Product #4681,2025-12-14,4258.99,798077.87,49.28,withdrawal,POS,True,F,failed,high,Salary Deposit 292
Advanced Document #4682,05/01/2025,19088.32,126333.26,37.76,deposit,Web,não,no,failed,,
Enterprise Record #4683,2025/01/18,"22,359.71",568410.38,1.07,deposit,Mobile App,não,1,failed,high,Salary Deposit 183
Basic Resource #4684,2025-09-30,-9301.70,358392.42,20.47,deposit,Branch,yes,false,failed,low,Bill Payment 508
Advanced Record #4685,20260107,30458.77,801629.78,,transfer,POS,false,True,reversed,medium,
Custom Asset #4686,06/04/2025,18352.64,"432,998.87",15.51,withdrawal,Web,False,yes,completed,high,
Custom Resource #4687,05/04/2025,39142.55,820748.44,,transfer,Web,YES,F,pending,low,
Premium Document #4688,20250629,-48093.40,"192,763.99",30.90,fee,POS,F,sim,completed,,ATM Withdrawal 887
Basic Asset #4689,2025/12/19,-27175.89,375500.63,34.60,deposit,ATM,yes,False,pending,high,Salary Deposit 445
Advanced Service #4690,02/02/2025,40549.19,349291.22,7.78,transfer,POS,False,sim,reversed,low,ATM Withdrawal 121
Premium Item #4691,20250725,"-40,678.39",365726.43,3.05,fee,Mobile App,F,F,reversed,high,ATM Withdrawal 186
Basic Item #4692,02/26/2025,"-10,900.23",745568.65,2.96,withdrawal,ATM,1,não,completed,low,Salary Deposit 90
Basic Item #4693,2025/12/15,-351.02,"533,506.47",40.00,fee,Web,yes,yes,reversed,medium,Bill Payment 979
Standard Service #4694,02/17/2025,"-4,150.11","836,706.69",,fee,ATM,yes,F,reversed,low,Online Purchase 572
Professional Entry #4695,2025-03-18,"-20,805.75","851,909.09",40.47,transfer,Branch,true,no,pending,,
Basic Document #4696,23/01/2026,22202.00,153795.32,39.34,withdrawal,ATM,N,,failed,medium,Online Purchase 283
Standard Entry #4697,20260108,"-17,517.43",426537.09,,fee,POS,true,T,reversed,,
Professional Product #4698,12/06/2025,4746.28,"284,480.15",6.96,deposit,Mobile App,N,Y,failed,medium,
Enterprise Item #4699,12/12/2025,23912.68,519784.84,10.77,transfer,POS,no,1,pending,,Bill Payment 912
Custom Item #4700,05/05/2025,-15311.58,"368,737.21",36.90,transfer,Web,no,Y,reversed,high,
Basic Service #4701,2025/05/02,-42171.60,269606.97,29.59,withdrawal,Branch,false,T,reversed,,Online Purchase 461
Basic Product #4702,2025/01/10,-11544.98,97914.10,11.15,deposit,Branch,T,YES,reversed,low,
Professional Asset #4703,2025/11/24,"24,679.53","89,342.16",12.62,withdrawal,POS,F,não,completed,,
Premium Item #4704,2025/09/05,43904.07,"398,076.87",32.40,transfer,Web,não,não,completed,low,
Professional Service #4705,15/01/2025,"-43,635.24","276,009.57",5.91,fee,POS,yes,YES,failed,low,Salary Deposit 816
Enterprise Document #4706,06/08/2025,-10226.22,4211.07,40.78,fee,ATM,yes,NO,pending,high,ATM Withdrawal 527
Professional Item #4707,2025-02-06,-36574.43,516343.47,17.96,fee,Branch,sim,no,reversed,medium,Bill Payment 814
Premium Resource #4708,2025/10/30,"23,325.90",803837.71,,deposit,Mobile App,0,NO,reversed,high,Bill Payment 774
Basic Record #4709,20/08/2025,46019.97,475501.77,8.78,transfer,Web,não,NO,failed,medium,
Standard Service #4710,24/12/2025,40131.91,"783,281.79",,fee,Mobile App,no,não,reversed,low,
Professional Resource #4711,20250125,-25199.82,"158,739.46",0.46,fee,Mobile App,N,T,reversed,medium,
Custom Entry #4712,2025-05-02,43089.00,997748.70,29.03,transfer,ATM,True,no,reversed,high,ATM Withdrawal 830
Basic Resource #4713,20251111,34880.47,912089.79,34.59,fee,ATM,NO,1,reversed,high,ATM Withdrawal 736
Enterprise Service #4714,24/06/2025,"-4,657.15",172057.74,23.74,transfer,Branch,NO,no,failed,low,
Enterprise Product #4715,07/15/2025,"10,936.72",927061.79,36.52,transfer,Web,no,0,reversed,medium,Salary Deposit 285
Professional Product #4716,20251116,"-14,718.38","864,347.93",26.25,fee,Web,false,T,completed,,Bill Payment 725
Basic Record #4717,2025-08-17,"-32,048.83",532787.73,31.52,fee,Mobile App,True,não,failed,high,
Premium Service #4718,2025/05/25,-32120.65,42467.13,42.08,transfer,POS,não,true,failed,high,Online Purchase 594
Basic Asset #4719,20250715,8069.68,165772.23,,transfer,Branch,NO,False,pending,low,
Custom Record #4720,08/02/2026,"45,161.00",848123.23,,transfer,Web,sim,1,pending,low,Bill Payment 185
Professional Record #4721,11/04/2025,-35324.63,"355,071.64",,transfer,POS,0,F,pending,medium,
Custom Service #4722,05/05/2025,45841.63,341263.68,22.52,payment,Mobile App,YES,NO,completed,high,Salary Deposit 8
Premium Item #4723,01/13/2025,654.79,954211.97,32.37,fee,ATM,1,NO,completed,,Online Purchase 348
Premium Document #4724,2025-12-05,35679.89,519588.44,23.70,transfer,Branch,0,true,reversed,high,
Basic Record #4725,20251215,23648.07,"674,095.11",12.20,withdrawal,ATM,false,N,pending,low,Online Purchase 755
Professional Entry #4726,01/06/2026,1774.54,"922,929.77",14.03,transfer,POS,Y,yes,failed,medium,
Advanced Product #4727,2025/12/10,16897.83,608021.11,,transfer,Branch,true,True,completed,medium,ATM Withdrawal 512
Standard Record #4728,2025-01-11,-3945.28,"696,713.35",32.29,deposit,Branch,1,F,pending,high,
Advanced Item #4729,20251226,"9,009.43","29,349.21",32.01,payment,POS,Y,NO,completed,low,Bill Payment 774
Basic Product #4730,2025-08-31,-14008.51,756433.61,27.64,transfer,POS,False,F,pending,low,
Enterprise Asset #4731,2025/11/01,"-3,908.43","15,697.05",36.54,transfer,POS,não,NO,reversed,low,
Premium Entry #4732,03/13/2025,"25,317.80",427239.44,38.30,fee,POS,N,False,pending,medium,
Basic Asset #4733,2025-12-07,"-48,822.58","211,443.05",29.93,fee,Branch,true,N,reversed,medium,Bill Payment 74
Basic Product #4734,04/09/2025,-44728.09,249277.75,9.81,deposit,Web,F,F,failed,high,
Custom Product #4735,01/11/2026,"-23,478.61","642,525.51",1.29,fee,Web,true,no,reversed,high,Salary Deposit 360
Custom Service #4736,09/08/2025,-48047.69,319965.47,17.96,payment,Branch,false,False,failed,high,Online Purchase 397
Standard Resource #4737,05/29/2025,-33821.12,"612,164.16",47.12,transfer,Mobile App,True,True,reversed,high,Online Purchase 18
Premium Item #4738,2025/12/14,"-26,293.79",204625.97,40.20,deposit,ATM,1,false,reversed,high,
Custom Resource #4739,2025/08/02,"15,832.90",101861.24,4.53,payment,Web,Y,no,reversed,medium,Salary Deposit 581
Premium Service #4740,2025-07-07,-41501.22,891158.23,31.92,transfer,POS,true,T,completed,low,ATM Withdrawal 254
Standard Entry #4741,20250616,10235.81,"143,776.28",2.00,payment,ATM,True,YES,completed,low,ATM Withdrawal 4
Basic Record #4742,20250507,-21211.20,607910.34,33.09,withdrawal,ATM,F,no,pending,high,Bill Payment 810
Professional Record #4743,13/01/2026,"-5,413.28",328518.44,46.85,withdrawal,ATM,NO,YES,pending,low,
Enterprise Entry #4744,2025/04/05,41484.75,384270.32,4.56,payment,POS,sim,NO,pending,low,
Professional Document #4745,2026-02-07,9555.96,912936.87,22.57,transfer,POS,N,False,pending,low,
Advanced Entry #4746,20251110,2450.25,736132.24,32.01,payment,Web,true,sim,failed,medium,Online Purchase 299
Basic Product #4747,2025-04-11,-35397.33,302316.31,,deposit,Branch,T,true,pending,medium,Bill Payment 243
Standard Asset #4748,2025-12-27,285.35,144916.19,,transfer,Branch,True,NO,completed,high,ATM Withdrawal 125
Premium Document #4749,2025-10-23,-19118.98,160431.49,44.14,fee,ATM,N,1,reversed,low,Salary Deposit 14
Enterprise Item #4750,2025/02/10,"-5,115.93","837,339.00",,payment,POS,True,sim,reversed,high,
Advanced Document #4751,20260117,-41482.37,603949.21,44.71,deposit,Web,0,não,pending,high,
Advanced Record #4752,20250308,"-47,658.54",630366.19,7.96,fee,Branch,F,no,failed,low,Salary Deposit 933
Advanced Asset #4753,12/24/2025,-21509.03,500013.42,26.86,withdrawal,Web,True,0,failed,high,Salary Deposit 315
Enterprise Entry #4754,13/08/2025,-22600.06,"993,443.81",,fee,Branch,false,no,reversed,medium,
Professional Resource #4755,2025-07-12,"-43,988.76",608875.28,,payment,Branch,F,False,failed,medium,Online Purchase 227
Professional Record #4756,20250211,-37065.14,"206,457.44",,transfer,Web,False,false,reversed,low,Salary Deposit 709
Enterprise Record #4757,11/13/2025,-43107.42,431110.38,,fee,Mobile App,F,NO,completed,low,
Advanced Document #4758,09/10/2025,"27,443.74",120188.21,,deposit,ATM,YES,Y,reversed,high,Online Purchase 755
Enterprise Resource #4759,10/27/2025,19053.18,"908,751.73",16.61,withdrawal,Branch,false,não,completed,high,
Custom Document #4760,20260204,41537.30,240190.92,34.39,withdrawal,POS,yes,yes,completed,medium,Salary Deposit 70
Enterprise Resource #4761,20250522,-6549.05,"79,076.36",18.30,transfer,Branch,Y,0,pending,high,
Premium Entry #4762,20250318,-13634.56,476618.39,44.66,deposit,Mobile App,não,NO,completed,high,Bill Payment 675
Premium Product #4763,2025/08/18,"32,700.24",51674.62,44.57,withdrawal,POS,false,T,completed,low,
Custom Record #4764,08/10/2025,-32092.43,398203.95,18.32,fee,Branch,sim,sim,failed,high,
Professional Entry #4765,07/02/2026,-36203.45,220164.18,2.19,withdrawal,Mobile App,False,T,completed,medium,
Enterprise Entry #4766,09/12/2025,"17,344.38",718343.79,27.93,fee,ATM,yes,YES,reversed,high,
Standard Document #4767,20250724,5526.74,740569.15,40.03,withdrawal,Branch,NO,T,reversed,,
Basic Item #4768,09/11/2025,39796.83,69502.04,32.15,deposit,Branch,N,true,reversed,medium,
Advanced Item #4769,10/28/2025,6421.69,"996,629.13",14.83,fee,Web,T,false,reversed,medium,
Professional Item #4770,26/02/2025,31506.22,308991.74,41.67,deposit,Mobile App,yes,N,pending,high,
Enterprise Item #4771,09/24/2025,-28744.42,12652.14,13.87,fee,Branch,False,T,reversed,high,
Advanced Resource #4772,2026/01/31,46612.88,"352,191.18",16.24,deposit,Mobile App,1,false,reversed,medium,
Professional Asset #4773,09/05/2025,-36323.65,"526,118.32",8.90,deposit,POS,False,F,completed,high,Salary Deposit 661
Standard Product #4774,10/14/2025,-18411.20,"57,629.50",,fee,POS,sim,yes,completed,medium,Online Purchase 768
Standard Document #4775,07/24/2025,32820.48,867066.12,,fee,POS,yes,YES,failed,medium,
Custom Record #4776,29/03/2025,"5,584.97",285342.85,10.65,withdrawal,POS,Y,yes,reversed,,
Premium Product #4777,2025/01/18,14025.46,"384,128.26",37.26,deposit,Mobile App,0,False,reversed,,
Custom Item #4778,03/16/2025,"-26,453.58",383095.80,25.34,withdrawal,POS,YES,não,completed,,
Basic Asset #4779,2025-04-08,-184.15,"594,977.57",4.32,payment,ATM,True,0,failed,medium,
Custom Item #4780,2025-04-02,"-37,774.25",125904.63,22.29,withdrawal,Mobile App,True,NO,pending,medium,Bill Payment 393
Standard Record #4781,01/09/2025,35565.09,93519.06,47.82,deposit,Branch,T,true,reversed,high,ATM Withdrawal 867
Custom Resource #4782,2025/08/10,37973.25,300478.13,42.03,deposit,Web,false,0,completed,low,Online Purchase 714
Professional Document #4783,23/04/2025,35360.15,"291,501.27",38.90,transfer,Web,yes,yes,completed,medium,Online Purchase 570
Standard Asset #4784,2025-11-27,"41,982.07","763,602.69",30.44,withdrawal,Branch,false,T,pending,low,Salary Deposit 808
Advanced Service #4785,2025-05-14,"13,187.05",940324.65,43.83,fee,Mobile App,yes,YES,pending,low,
Custom Service #4786,2025/09/24,"47,419.16",136219.46,,withdrawal,ATM,NO,T,completed,low,ATM Withdrawal 230
Advanced Record #4787,12/04/2025,29597.29,"653,889.72",26.62,transfer,Branch,YES,não,pending,,ATM Withdrawal 958
Premium Resource #4788,03/05/2025,-31241.66,238179.02,12.66,withdrawal,Web,yes,N,reversed,medium,Online Purchase 515
Advanced Product #4789,2025/11/16,"48,950.76","293,360.51",40.09,deposit,Web,true,NO,failed,medium,
Enterprise Entry #4790,10/01/2025,"45,609.20",331652.51,27.60,fee,Web,não,true,failed,low,Online Purchase 312
Custom Document #4791,22/04/2025,22757.32,778153.92,20.74,transfer,Mobile App,yes,,completed,medium,Salary Deposit 533
Custom Record #4792,2025-02-13,-38966.51,941178.88,12.27,fee,Mobile App,não,False,completed,medium,ATM Withdrawal 608
Advanced Service #4793,2025-06-09,-18340.50,"658,173.00",,deposit,Mobile App,T,NO,reversed,,Online Purchase 61
Professional Resource #4794,08/02/2026,-9248.29,485603.72,28.40,payment,Branch,False,sim,completed,high,
Custom Asset #4795,2025/04/17,"-25,863.14",34271.57,,fee,Mobile App,false,0,reversed,low,
Custom Service #4796,20250712,"-21,944.99",532535.01,26.97,payment,POS,não,NO,failed,high,
Enterprise Asset #4797,08/07/2025,-33249.09,"622,587.29",28.72,withdrawal,POS,N,true,failed,low,Salary Deposit 815
Enterprise Service #4798,2025-01-16,48368.61,991547.76,39.77,withdrawal,POS,sim,YES,reversed,high,
Enterprise Entry #4799,2025/02/05,"-4,770.04",856148.86,30.45,fee,Branch,0,false,pending,low,
Basic Document #4800,08/07/2025,"33,180.49",585973.99,1.90,payment,Branch,1,yes,failed,high,
Basic Document #4801,2026-02-13,-41976.09,"612,553.68",30.97,transfer,Web,YES,yes,pending,high,Salary Deposit 291
